"WCC2.TMC"
Time/sec,Abs
0.0,1.4206
1.0,1.4142
2.0,1.4078
3.0,1.4015
4.0,1.3946
5.0,1.3877
6.0,1.3810
7.0,1.3749
8.0,1.3684
9.0,1.3615
10.0,1.3546
11.0,1.3475
12.0,1.3400
13.0,1.3325
14.0,1.3251
15.0,1.3180
16.0,1.3109
17.0,1.3041
18.0,1.2976
19.0,1.2912
20.0,1.2848
21.0,1.2783
22.0,1.2718
23.0,1.2654
24.0,1.2592
25.0,1.2528
26.0,1.2464
27.0,1.2401
28.0,1.2338
29.0,1.2274
30.0,1.2209
31.0,1.2146
32.0,1.2083
33.0,1.2021
34.0,1.1961
35.0,1.1900
36.0,1.1838
37.0,1.1777
38.0,1.1716
39.0,1.1653
40.0,1.1592
41.0,1.1532
42.0,1.1472
43.0,1.1412
44.0,1.1352
45.0,1.1292
46.0,1.1234
47.0,1.1176
48.0,1.1119
49.0,1.1062
50.0,1.1004
51.0,1.0946
52.0,1.0887
53.0,1.0829
54.0,1.0770
55.0,1.0712
56.0,1.0652
57.0,1.0592
58.0,1.0529
59.0,1.0467
60.0,1.0406
61.0,1.0345
62.0,1.0284
63.0,1.0223
64.0,1.0163
65.0,1.0103
66.0,1.0045
67.0,0.9985
68.0,0.9923
69.0,0.9861
70.0,0.9803
71.0,0.9745
72.0,0.9688
73.0,0.9631
74.0,0.9574
75.0,0.9518
76.0,0.9462
77.0,0.9405
78.0,0.9348
79.0,0.9292
80.0,0.9236
81.0,0.9180
82.0,0.9125
83.0,0.9068
84.0,0.9011
85.0,0.8955
86.0,0.8900
87.0,0.8847
88.0,0.8793
89.0,0.8739
90.0,0.8684
91.0,0.8630
92.0,0.8577
93.0,0.8525
94.0,0.8473
95.0,0.8422
96.0,0.8373
97.0,0.8324
98.0,0.8276
99.0,0.8228
100.0,0.8181
101.0,0.8134
102.0,0.8086
103.0,0.8037
104.0,0.7988
105.0,0.7936
106.0,0.7884
107.0,0.7833
108.0,0.7781
109.0,0.7728
110.0,0.7676
111.0,0.7628
112.0,0.7579
113.0,0.7530
114.0,0.7481
115.0,0.7433
116.0,0.7384
117.0,0.7336
118.0,0.7287
119.0,0.7241
120.0,0.7195
121.0,0.7149
122.0,0.7101
123.0,0.7050
124.0,0.7003
125.0,0.6957
126.0,0.6912
127.0,0.6868
128.0,0.6824
129.0,0.6781
130.0,0.6739
131.0,0.6696
132.0,0.6652
133.0,0.6609
134.0,0.6566
135.0,0.6524
136.0,0.6482
137.0,0.6440
138.0,0.6399
139.0,0.6359
140.0,0.6317
141.0,0.6276
142.0,0.6236
143.0,0.6195
144.0,0.6155
145.0,0.6115
146.0,0.6075
147.0,0.6036
148.0,0.5998
149.0,0.5961
150.0,0.5924
151.0,0.5888
152.0,0.5845
153.0,0.5805
154.0,0.5768
155.0,0.5731
156.0,0.5695
157.0,0.5658
158.0,0.5621
159.0,0.5586
160.0,0.5553
161.0,0.5516
162.0,0.5481
163.0,0.5445
164.0,0.5411
165.0,0.5376
166.0,0.5341
167.0,0.5306
168.0,0.5272
169.0,0.5238
170.0,0.5203
171.0,0.5170
172.0,0.5137
173.0,0.5104
174.0,0.5070
175.0,0.5036
176.0,0.5002
177.0,0.4968
178.0,0.4934
179.0,0.4902
180.0,0.4870
181.0,0.4839
182.0,0.4808
183.0,0.4777
184.0,0.4747
185.0,0.4717
186.0,0.4687
187.0,0.4659
