"WCC2.TMC"
Time/sec,Abs
188.0,0.4631
189.0,0.4603
190.0,0.4578
191.0,0.4554
192.0,0.4528
193.0,0.4502
194.0,0.4474
195.0,0.4446
196.0,0.4419
197.0,0.4389
198.0,0.4358
199.0,0.4330
200.0,0.4299
201.0,0.4270
202.0,0.4241
203.0,0.4214
204.0,0.4188
205.0,0.4163
206.0,0.4137
207.0,0.4111
208.0,0.4086
209.0,0.4061
210.0,0.4036
211.0,0.4011
212.0,0.3986
213.0,0.3961
214.0,0.3936
215.0,0.3912
216.0,0.3888
217.0,0.3862
218.0,0.3838
219.0,0.3815
220.0,0.3792
221.0,0.3770
222.0,0.3746
223.0,0.3724
224.0,0.3703
225.0,0.3682
226.0,0.3662
227.0,0.3642
228.0,0.3622
229.0,0.3602
230.0,0.3582
231.0,0.3562
232.0,0.3541
233.0,0.3521
234.0,0.3500
235.0,0.3479
236.0,0.3458
237.0,0.3437
238.0,0.3416
239.0,0.3397
240.0,0.3377
241.0,0.3357
242.0,0.3338
243.0,0.3320
244.0,0.3302
245.0,0.3283
246.0,0.3265
247.0,0.3247
248.0,0.3229
249.0,0.3210
250.0,0.3193
251.0,0.3175
252.0,0.3158
253.0,0.3140
254.0,0.3122
255.0,0.3106
256.0,0.3090
257.0,0.3074
258.0,0.3058
259.0,0.3042
260.0,0.3026
261.0,0.3010
262.0,0.2994
263.0,0.2978
264.0,0.2962
265.0,0.2945
266.0,0.2929
267.0,0.2914
268.0,0.2899
269.0,0.2885
270.0,0.2871
271.0,0.2856
272.0,0.2842
273.0,0.2828
274.0,0.2814
275.0,0.2800
276.0,0.2786
277.0,0.2773
278.0,0.2759
279.0,0.2746
280.0,0.2732
281.0,0.2718
282.0,0.2704
283.0,0.2691
284.0,0.2678
285.0,0.2665
286.0,0.2652
287.0,0.2640
288.0,0.2628
289.0,0.2616
290.0,0.2604
291.0,0.2591
292.0,0.2579
293.0,0.2566
294.0,0.2554
295.0,0.2542
296.0,0.2530
297.0,0.2519
298.0,0.2509
299.0,0.2500
300.0,0.2489
301.0,0.2478
302.0,0.2467
303.0,0.2456
304.0,0.2445
305.0,0.2434
306.0,0.2424
307.0,0.2413
308.0,0.2402
309.0,0.2392
310.0,0.2382
311.0,0.2372
312.0,0.2362
313.0,0.2352
314.0,0.2342
315.0,0.2332
316.0,0.2322
317.0,0.2311
318.0,0.2301
319.0,0.2292
320.0,0.2283
321.0,0.2274
322.0,0.2264
323.0,0.2255
324.0,0.2247
325.0,0.2238
326.0,0.2229
327.0,0.2220
328.0,0.2211
329.0,0.2203
330.0,0.2194
331.0,0.2185
332.0,0.2176
333.0,0.2167
334.0,0.2159
335.0,0.2151
336.0,0.2144
337.0,0.2137
338.0,0.2130
339.0,0.2122
340.0,0.2115
341.0,0.2108
342.0,0.2100
343.0,0.2092
344.0,0.2084
345.0,0.2076
346.0,0.2069
347.0,0.2062
348.0,0.2054
349.0,0.2047
350.0,0.2040
351.0,0.2032
352.0,0.2026
353.0,0.2018
354.0,0.2011
355.0,0.2005
356.0,0.1999
357.0,0.1992
358.0,0.1985
359.0,0.1979
360.0,0.1972
361.0,0.1966
362.0,0.1960
363.0,0.1954
364.0,0.1949
365.0,0.1943
366.0,0.1938
367.0,0.1933
368.0,0.1927
369.0,0.1922
370.0,0.1917
371.0,0.1911
372.0,0.1906
373.0,0.1901
374.0,0.1895
375.0,0.1890
376.0,0.1884
377.0,0.1879
378.0,0.1873
379.0,0.1866
380.0,0.1861
381.0,0.1854
382.0,0.1849
383.0,0.1844
384.0,0.1839
385.0,0.1835
386.0,0.1830
387.0,0.1825
388.0,0.1821
389.0,0.1816
390.0,0.1811
391.0,0.1806
392.0,0.1802
393.0,0.1797
394.0,0.1792
395.0,0.1788
396.0,0.1784
397.0,0.1780
398.0,0.1775
399.0,0.1771
400.0,0.1767
401.0,0.1763
402.0,0.1759
403.0,0.1755
404.0,0.1751
405.0,0.1747
406.0,0.1743
407.0,0.1739
408.0,0.1735
409.0,0.1732
410.0,0.1728
411.0,0.1724
412.0,0.1721
413.0,0.1717
414.0,0.1714
415.0,0.1710
416.0,0.1707
417.0,0.1704
418.0,0.1701
419.0,0.1698
420.0,0.1695
421.0,0.1691
422.0,0.1688
423.0,0.1685
424.0,0.1682
425.0,0.1678
426.0,0.1675
427.0,0.1672
428.0,0.1668
429.0,0.1665
430.0,0.1662
431.0,0.1659
432.0,0.1656
433.0,0.1653
434.0,0.1650
435.0,0.1647
436.0,0.1644
437.0,0.1641
438.0,0.1639
439.0,0.1636
440.0,0.1633
441.0,0.1631
442.0,0.1627
443.0,0.1624
444.0,0.1622
445.0,0.1619
446.0,0.1616
447.0,0.1614
448.0,0.1611
449.0,0.1609
450.0,0.1606
451.0,0.1604
452.0,0.1602
453.0,0.1600
454.0,0.1598
455.0,0.1595
456.0,0.1594
457.0,0.1592
458.0,0.1590
459.0,0.1587
460.0,0.1585
461.0,0.1583
462.0,0.1581
463.0,0.1579
464.0,0.1577
465.0,0.1575
466.0,0.1573
467.0,0.1571
468.0,0.1569
469.0,0.1567
470.0,0.1565
471.0,0.1564
472.0,0.1562
473.0,0.1561
474.0,0.1559
475.0,0.1558
476.0,0.1556
477.0,0.1554
478.0,0.1552
479.0,0.1551
480.0,0.1551
