"DION.TMC"
Time/sec,Abs
353.0,0.5075
354.0,0.5058
355.0,0.5040
356.0,0.5022
357.0,0.5005
358.0,0.4988
359.0,0.4972
360.0,0.4955
361.0,0.4939
362.0,0.4923
363.0,0.4908
364.0,0.4891
365.0,0.4876
366.0,0.4860
367.0,0.4845
368.0,0.4829
369.0,0.4813
370.0,0.4797
371.0,0.4781
372.0,0.4763
373.0,0.4743
374.0,0.4726
375.0,0.4711
376.0,0.4695
377.0,0.4680
378.0,0.4666
379.0,0.4651
380.0,0.4636
381.0,0.4622
382.0,0.4607
383.0,0.4592
384.0,0.4577
385.0,0.4562
386.0,0.4548
387.0,0.4534
388.0,0.4519
389.0,0.4504
390.0,0.4490
391.0,0.4476
392.0,0.4462
393.0,0.4448
394.0,0.4434
395.0,0.4420
396.0,0.4407
397.0,0.4393
398.0,0.4380
399.0,0.4366
400.0,0.4353
