"WCC5.TMC"
Time/sec,Abs
258.0,1.0769
259.0,1.0749
260.0,1.0728
261.0,1.0708
262.0,1.0687
263.0,1.0667
264.0,1.0648
265.0,1.0629
266.0,1.0609
267.0,1.0590
268.0,1.0571
269.0,1.0551
270.0,1.0532
271.0,1.0513
272.0,1.0494
273.0,1.0475
274.0,1.0456
275.0,1.0437
276.0,1.0418
277.0,1.0398
278.0,1.0379
279.0,1.0360
280.0,1.0340
281.0,1.0321
282.0,1.0302
283.0,1.0282
284.0,1.0263
285.0,1.0244
286.0,1.0224
287.0,1.0205
288.0,1.0186
289.0,1.0168
290.0,1.0149
291.0,1.0131
292.0,1.0112
293.0,1.0094
294.0,1.0075
295.0,1.0056
296.0,1.0038
297.0,1.0020
298.0,1.0002
299.0,0.9983
300.0,0.9965
301.0,0.9948
302.0,0.9930
303.0,0.9912
304.0,0.9894
305.0,0.9876
306.0,0.9858
307.0,0.9840
308.0,0.9823
309.0,0.9805
310.0,0.9788
311.0,0.9770
312.0,0.9752
313.0,0.9734
314.0,0.9716
315.0,0.9699
316.0,0.9681
317.0,0.9663
318.0,0.9645
319.0,0.9628
320.0,0.9610
321.0,0.9592
322.0,0.9575
323.0,0.9558
324.0,0.9540
325.0,0.9523
326.0,0.9506
327.0,0.9489
328.0,0.9472
329.0,0.9455
330.0,0.9439
331.0,0.9422
332.0,0.9404
333.0,0.9388
334.0,0.9370
335.0,0.9354
336.0,0.9337
337.0,0.9320
338.0,0.9303
339.0,0.9287
340.0,0.9270
341.0,0.9254
342.0,0.9237
343.0,0.9221
344.0,0.9205
345.0,0.9188
346.0,0.9171
347.0,0.9155
348.0,0.9139
349.0,0.9123
350.0,0.9107
351.0,0.9090
352.0,0.9074
353.0,0.9058
354.0,0.9041
355.0,0.9025
356.0,0.9009
357.0,0.8993
358.0,0.8976
359.0,0.8960
360.0,0.8943
361.0,0.8927
362.0,0.8911
363.0,0.8895
364.0,0.8878
365.0,0.8862
366.0,0.8846
367.0,0.8830
368.0,0.8814
369.0,0.8798
370.0,0.8782
371.0,0.8767
372.0,0.8751
373.0,0.8736
374.0,0.8721
375.0,0.8706
376.0,0.8691
377.0,0.8676
378.0,0.8662
379.0,0.8647
380.0,0.8632
381.0,0.8617
382.0,0.8602
383.0,0.8587
384.0,0.8572
385.0,0.8557
386.0,0.8543
387.0,0.8527
388.0,0.8513
389.0,0.8498
390.0,0.8484
391.0,0.8469
392.0,0.8455
393.0,0.8440
394.0,0.8426
395.0,0.8411
396.0,0.8397
397.0,0.8382
398.0,0.8368
399.0,0.8353
400.0,0.8339
401.0,0.8325
402.0,0.8310
403.0,0.8296
404.0,0.8282
405.0,0.8268
406.0,0.8253
407.0,0.8240
408.0,0.8225
409.0,0.8211
410.0,0.8197
411.0,0.8183
412.0,0.8169
413.0,0.8155
414.0,0.8141
415.0,0.8127
416.0,0.8114
417.0,0.8100
418.0,0.8086
419.0,0.8072
420.0,0.8058
421.0,0.8044
422.0,0.8031
423.0,0.8017
424.0,0.8003
425.0,0.7990
426.0,0.7976
427.0,0.7962
428.0,0.7949
429.0,0.7935
430.0,0.7921
431.0,0.7908
432.0,0.7894
433.0,0.7881
434.0,0.7868
435.0,0.7855
436.0,0.7842
437.0,0.7829
438.0,0.7816
439.0,0.7803
440.0,0.7790
441.0,0.7778
442.0,0.7765
443.0,0.7752
444.0,0.7739
445.0,0.7726
446.0,0.7713
447.0,0.7700
448.0,0.7688
449.0,0.7675
450.0,0.7663
451.0,0.7650
452.0,0.7638
453.0,0.7625
454.0,0.7613
455.0,0.7600
456.0,0.7588
457.0,0.7575
458.0,0.7562
459.0,0.7550
460.0,0.7537
461.0,0.7525
462.0,0.7512
463.0,0.7500
464.0,0.7488
465.0,0.7476
466.0,0.7465
467.0,0.7456
468.0,0.7445
469.0,0.7433
470.0,0.7421
471.0,0.7408
472.0,0.7396
473.0,0.7384
474.0,0.7371
475.0,0.7358
476.0,0.7346
477.0,0.7334
478.0,0.7322
479.0,0.7311
480.0,0.7299
481.0,0.7288
482.0,0.7277
483.0,0.7265
484.0,0.7254
485.0,0.7243
486.0,0.7232
487.0,0.7220
488.0,0.7209
489.0,0.7198
490.0,0.7186
491.0,0.7175
492.0,0.7163
493.0,0.7151
494.0,0.7139
495.0,0.7126
496.0,0.7115
497.0,0.7104
498.0,0.7092
499.0,0.7081
500.0,0.7070
501.0,0.7059
502.0,0.7048
503.0,0.7037
504.0,0.7027
505.0,0.7022
506.0,0.7012
507.0,0.7001
508.0,0.6990
509.0,0.6976
510.0,0.6964
511.0,0.6953
512.0,0.6941
513.0,0.6929
514.0,0.6918
515.0,0.6907
516.0,0.6896
517.0,0.6886
518.0,0.6876
519.0,0.6866
520.0,0.6856
521.0,0.6846
522.0,0.6836
523.0,0.6826
524.0,0.6816
525.0,0.6806
526.0,0.6796
527.0,0.6786
528.0,0.6777
529.0,0.6767
530.0,0.6757
531.0,0.6748
532.0,0.6738
533.0,0.6728
534.0,0.6718
535.0,0.6707
536.0,0.6697
537.0,0.6687
538.0,0.6677
539.0,0.6667
540.0,0.6657
