"WCC1.TMC"
Time/sec,Abs
124.0,0.2937
125.0,0.2932
126.0,0.2927
127.0,0.2922
128.0,0.2917
129.0,0.2913
130.0,0.2913
131.0,0.2912
132.0,0.2908
133.0,0.2901
134.0,0.2894
135.0,0.2888
136.0,0.2882
137.0,0.2876
138.0,0.2870
139.0,0.2865
140.0,0.2861
141.0,0.2857
142.0,0.2853
143.0,0.2849
144.0,0.2845
145.0,0.2841
146.0,0.2837
147.0,0.2833
148.0,0.2829
149.0,0.2825
150.0,0.2822
151.0,0.2818
152.0,0.2815
153.0,0.2811
154.0,0.2807
155.0,0.2804
156.0,0.2800
157.0,0.2796
158.0,0.2793
159.0,0.2790
160.0,0.2787
161.0,0.2783
162.0,0.2779
163.0,0.2776
164.0,0.2773
165.0,0.2770
166.0,0.2768
167.0,0.2765
168.0,0.2762
169.0,0.2759
170.0,0.2756
171.0,0.2754
172.0,0.2751
173.0,0.2749
174.0,0.2747
175.0,0.2745
176.0,0.2743
177.0,0.2740
178.0,0.2737
179.0,0.2733
180.0,0.2731
181.0,0.2729
182.0,0.2727
183.0,0.2724
184.0,0.2725
185.0,0.2726
186.0,0.2725
187.0,0.2719
188.0,0.2714
189.0,0.2710
190.0,0.2707
191.0,0.2706
192.0,0.2703
193.0,0.2701
194.0,0.2698
195.0,0.2696
196.0,0.2694
197.0,0.2692
198.0,0.2690
199.0,0.2688
200.0,0.2686
201.0,0.2685
202.0,0.2683
203.0,0.2681
204.0,0.2679
205.0,0.2678
206.0,0.2676
207.0,0.2675
208.0,0.2674
209.0,0.2672
210.0,0.2671
211.0,0.2669
212.0,0.2668
213.0,0.2666
214.0,0.2665
215.0,0.2663
216.0,0.2662
217.0,0.2661
218.0,0.2660
219.0,0.2659
220.0,0.2658
221.0,0.2656
222.0,0.2655
223.0,0.2654
224.0,0.2652
225.0,0.2651
226.0,0.2650
227.0,0.2648
228.0,0.2647
229.0,0.2646
230.0,0.2645
231.0,0.2644
232.0,0.2644
233.0,0.2642
234.0,0.2641
235.0,0.2639
236.0,0.2641
237.0,0.2646
238.0,0.2649
239.0,0.2649
240.0,0.2647
241.0,0.2643
242.0,0.2638
243.0,0.2635
244.0,0.2633
245.0,0.2632
246.0,0.2631
247.0,0.2630
248.0,0.2630
249.0,0.2629
250.0,0.2629
251.0,0.2629
252.0,0.2628
253.0,0.2627
254.0,0.2626
255.0,0.2625
256.0,0.2623
257.0,0.2621
258.0,0.2620
259.0,0.2620
260.0,0.2619
261.0,0.2619
262.0,0.2619
263.0,0.2620
264.0,0.2621
265.0,0.2621
266.0,0.2621
267.0,0.2621
268.0,0.2620
269.0,0.2618
270.0,0.2615
271.0,0.2613
272.0,0.2613
273.0,0.2612
274.0,0.2613
275.0,0.2612
276.0,0.2612
277.0,0.2611
278.0,0.2610
279.0,0.2610
280.0,0.2609
281.0,0.2609
282.0,0.2609
283.0,0.2609
284.0,0.2608
285.0,0.2608
286.0,0.2608
287.0,0.2608
288.0,0.2608
289.0,0.2607
290.0,0.2607
291.0,0.2606
292.0,0.2606
293.0,0.2605
294.0,0.2605
295.0,0.2605
296.0,0.2604
297.0,0.2604
298.0,0.2604
299.0,0.2604
300.0,0.2604
301.0,0.2604
302.0,0.2604
303.0,0.2607
304.0,0.2612
305.0,0.2613
306.0,0.2610
307.0,0.2606
308.0,0.2603
309.0,0.2602
310.0,0.2601
311.0,0.2600
312.0,0.2600
313.0,0.2600
314.0,0.2600
315.0,0.2600
316.0,0.2601
317.0,0.2601
318.0,0.2601
319.0,0.2600
320.0,0.2599
321.0,0.2599
322.0,0.2599
323.0,0.2600
324.0,0.2600
325.0,0.2601
326.0,0.2601
327.0,0.2600
328.0,0.2600
329.0,0.2600
330.0,0.2600
331.0,0.2599
332.0,0.2598
333.0,0.2598
334.0,0.2599
335.0,0.2600
336.0,0.2603
337.0,0.2606
338.0,0.2608
339.0,0.2609
340.0,0.2608
341.0,0.2605
342.0,0.2602
343.0,0.2599
344.0,0.2597
345.0,0.2596
346.0,0.2596
347.0,0.2596
348.0,0.2597
349.0,0.2597
350.0,0.2597
351.0,0.2597
352.0,0.2599
353.0,0.2600
354.0,0.2599
355.0,0.2598
356.0,0.2597
357.0,0.2596
358.0,0.2596
359.0,0.2595
360.0,0.2596
361.0,0.2597
362.0,0.2599
363.0,0.2599
364.0,0.2599
365.0,0.2598
366.0,0.2597
367.0,0.2597
368.0,0.2597
369.0,0.2597
370.0,0.2597
371.0,0.2597
372.0,0.2597
373.0,0.2598
374.0,0.2602
375.0,0.2606
376.0,0.2608
377.0,0.2606
378.0,0.2602
379.0,0.2599
380.0,0.2597
381.0,0.2598
382.0,0.2598
383.0,0.2598
384.0,0.2598
385.0,0.2598
386.0,0.2598
387.0,0.2598
388.0,0.2598
389.0,0.2598
390.0,0.2598
391.0,0.2597
392.0,0.2597
393.0,0.2597
394.0,0.2598
395.0,0.2598
396.0,0.2599
397.0,0.2600
398.0,0.2599
399.0,0.2598
400.0,0.2597
401.0,0.2597
402.0,0.2598
403.0,0.2599
404.0,0.2600
405.0,0.2600
406.0,0.2600
407.0,0.2602
408.0,0.2606
409.0,0.2609
410.0,0.2610
411.0,0.2609
412.0,0.2607
413.0,0.2605
414.0,0.2604
415.0,0.2602
416.0,0.2601
417.0,0.2601
418.0,0.2602
419.0,0.2602
420.0,0.2601
421.0,0.2602
422.0,0.2601
423.0,0.2601
424.0,0.2600
425.0,0.2600
426.0,0.2600
427.0,0.2600
428.0,0.2600
429.0,0.2600
430.0,0.2600
431.0,0.2600
432.0,0.2600
433.0,0.2600
434.0,0.2601
435.0,0.2601
436.0,0.2601
437.0,0.2601
438.0,0.2601
439.0,0.2601
440.0,0.2601
441.0,0.2601
442.0,0.2601
443.0,0.2601
444.0,0.2601
445.0,0.2602
446.0,0.2602
447.0,0.2603
448.0,0.2604
449.0,0.2605
450.0,0.2605
451.0,0.2605
452.0,0.2604
453.0,0.2603
454.0,0.2602
455.0,0.2601
456.0,0.2600
457.0,0.2600
458.0,0.2601
459.0,0.2601
460.0,0.2601
461.0,0.2602
462.0,0.2602
463.0,0.2602
464.0,0.2602
465.0,-0.0047
466.0,-0.1318
467.0,-0.0428
468.0,0.0453
469.0,-0.0693
470.0,-0.2118
471.0,-0.2080
472.0,-0.2023
473.0,-0.1818
474.0,-0.0354
475.0,-0.0354
476.0,-0.0354
477.0,-0.0354
478.0,-0.0354
479.0,-0.0354
480.0,-0.0354
