Время, с;Напряжение, В;Ток, А
72.727996826172;-2.300563097;-0.023612892255
72.907997131348;-2.300563097;-0.023612892255
73.087997436523;-2.300563097;-0.023612892255
73.267997741699;-2.300563097;-0.023597804829
73.447998046875;-2.300563097;-0.023597804829
73.627998352051;-2.300563097;-0.023597804829
73.807998657227;-2.300563097;-0.023597804829
73.987998962402;-2.300563097;-0.023597804829
74.167999267578;-2.300563097;-0.023597804829
74.347999572754;-2.300563097;-0.023582715541
74.52799987793;-2.300563097;-0.023567628115
74.708000183105;-2.300563097;-0.023567628115
74.888000488281;-2.300563097;-0.023582715541
75.068000793457;-2.300563097;-0.023582715541
75.248001098633;-2.300563097;-0.023567628115
75.428001403809;-2.300563097;-0.023567628115
75.608001708984;-2.300563097;-0.023552538827
75.78800201416;-2.300563097;-0.023552538827
75.968002319336;-2.300563097;-0.023552538827
76.148002624512;-2.300563097;-0.023552538827
76.328002929688;-2.300563097;-0.023537451401
76.508003234863;-2.300563097;-0.023537451401
76.688003540039;-2.300563097;-0.023537451401
76.86799621582;-2.300563097;-0.023537451401
77.047996520996;-2.300563097;-0.023537451401
77.227996826172;-2.300563097;-0.023537451401
77.407997131348;-2.300563097;-0.023537451401
77.587997436523;-2.300563097;-0.023537451401
77.767997741699;-2.300563097;-0.023537451401
77.947998046875;-2.300563097;-0.023522363976
78.127998352051;-2.300563097;-0.023522363976
78.307998657227;-2.300563097;-0.023522363976
78.487998962402;-2.300563097;-0.023507274687
78.667999267578;-2.300563097;-0.023507274687
78.847999572754;-2.300563097;-0.023522363976
79.02799987793;-2.300563097;-0.023522363976
79.208000183105;-2.300563097;-0.023522363976
79.388000488281;-2.300563097;-0.023522363976
79.568000793457;-2.300563097;-0.023522363976
79.748001098633;-2.300563097;-0.023537451401
79.928001403809;-2.300563097;-0.023552538827
80.108001708984;-2.300563097;-0.023552538827
80.28800201416;-2.300563097;-0.023552538827
80.468002319336;-2.300563097;-0.023537451401
80.648002624512;-2.300563097;-0.023537451401
80.828002929688;-2.300563097;-0.023507274687
81.008003234863;-2.300563097;-0.023507274687
81.188003540039;-2.300563097;-0.023507274687
81.36799621582;-2.300563097;-0.023492187262
81.547996520996;-2.300563097;-0.023492187262
81.727996826172;-2.300720930099;-0.023492187262
81.907997131348;-2.300563097;-0.023492187262
82.087997436523;-2.300720930099;-0.023492187262
82.267997741699;-2.300563097;-0.023492187262
82.447998046875;-2.300563097;-0.023492187262
82.627998352051;-2.300563097;-0.023492187262
82.807998657227;-2.300720930099;-0.023477099836
82.987998962402;-2.300720930099;-0.023462010548
83.167999267578;-2.300563097;-0.023446923122
83.347999572754;-2.300720930099;-0.023462010548
83.52799987793;-2.300720930099;-0.023446923122
83.708000183105;-2.300720930099;-0.023446923122
83.888000488281;-2.300720930099;-0.023431835696
84.068000793457;-2.300720930099;-0.023416746408
84.248001098633;-2.300720930099;-0.023416746408
84.428001403809;-2.300720930099;-0.023416746408
84.608001708984;-2.300563097;-0.023416746408
84.78800201416;-2.300720930099;-0.023416746408
84.968002319336;-2.300720930099;-0.023416746408
85.148002624512;-2.300563097;-0.023416746408
85.328002929688;-2.300720930099;-0.023401658982
85.508003234863;-2.300720930099;-0.023401658982
85.688003540039;-2.300720930099;-0.023401658982
85.86799621582;-2.300720930099;-0.023401658982
86.047996520996;-2.300720930099;-0.023401658982
86.227996826172;-2.300720930099;-0.023401658982
86.407997131348;-2.300720930099;-0.023416746408
86.587997436523;-2.300720930099;-0.023401658982
86.767997741699;-2.300720930099;-0.023401658982
86.947998046875;-2.300720930099;-0.023401658982
87.127998352051;-2.300720930099;-0.023416746408
87.307998657227;-2.300720930099;-0.023401658982
87.487998962402;-2.300720930099;-0.023401658982
87.667999267578;-2.300720930099;-0.023401658982
87.847999572754;-2.300720930099;-0.023401658982
88.02799987793;-2.300720930099;-0.023386569694
88.208000183105;-2.300720930099;-0.023386569694
88.388000488281;-2.300720930099;-0.023371482268
88.568000793457;-2.300720930099;-0.023356394842
88.748001098633;-2.300720930099;-0.023356394842
88.928001403809;-2.300720930099;-0.023356394842
89.108001708984;-2.300720930099;-0.023341305554
89.28800201416;-2.300720930099;-0.023356394842
89.468002319336;-2.300720930099;-0.023341305554
89.648002624512;-2.300720930099;-0.023341305554
89.828002929688;-2.300720930099;-0.023356394842
90.008003234863;-2.300720930099;-0.023341305554
90.188003540039;-2.300720930099;-0.023341305554
90.36799621582;-2.300720930099;-0.023326218128
90.547996520996;-2.300720930099;-0.023326218128
90.727996826172;-2.300720930099;-0.023326218128
90.907997131348;-2.300720930099;-0.023326218128
91.087997436523;-2.300720930099;-0.023311130702
91.267997741699;-2.300720930099;-0.023280953988
91.447998046875;-2.300720930099;-0.023280953988
91.627998352051;-2.300720930099;-0.023280953988
91.807998657227;-2.300720930099;-0.023280953988
91.987998962402;-2.300720930099;-0.023280953988
92.167999267578;-2.300720930099;-0.023296041414
92.347999572754;-2.300720930099;-0.023296041414
92.52799987793;-2.300720930099;-0.023280953988
92.708000183105;-2.300720930099;-0.023280953988
92.888000488281;-2.300720930099;-0.023296041414
93.068000793457;-2.300720930099;-0.023296041414
93.248001098633;-2.300720930099;-0.023296041414
93.428001403809;-2.300720930099;-0.023296041414
93.608001708984;-2.300720930099;-0.023280953988
93.78800201416;-2.300720930099;-0.023280953988
93.968002319336;-2.300720930099;-0.023280953988
94.148002624512;-2.300720930099;-0.023280953988
94.328002929688;-2.300720930099;-0.023280953988
94.508003234863;-2.300720930099;-0.023280953988
94.688003540039;-2.300720930099;-0.023280953988
94.86799621582;-2.300720930099;-0.0232658647
95.047996520996;-2.300720930099;-0.023280953988
95.227996826172;-2.300720930099;-0.0232658647
95.407997131348;-2.300720930099;-0.0232658647
95.587997436523;-2.300720930099;-0.0232658647
95.767997741699;-2.300720930099;-0.0232658647
95.947998046875;-2.300720930099;-0.0232658647
96.127998352051;-2.300720930099;-0.023250777274
96.307998657227;-2.300720930099;-0.023250777274
96.487998962402;-2.300720930099;-0.023250777274
96.667999267578;-2.300720930099;-0.023250777274
96.847999572754;-2.300720930099;-0.023250777274
97.02799987793;-2.300720930099;-0.023250777274
97.208000183105;-2.300720930099;-0.023250777274
97.388000488281;-2.300720930099;-0.023250777274
97.568000793457;-2.300720930099;-0.023235689849
97.748001098633;-2.300720930099;-0.023235689849
97.928001403809;-2.300720930099;-0.023235689849
98.108001708984;-2.300720930099;-0.02322060056
98.28800201416;-2.300720930099;-0.02322060056
98.468002319336;-2.300720930099;-0.02322060056
98.648002624512;-2.300720930099;-0.02322060056
98.828002929688;-2.300720930099;-0.02322060056
99.008003234863;-2.300720930099;-0.02322060056
99.188003540039;-2.300720930099;-0.02322060056
99.36799621582;-2.300720930099;-0.02322060056
99.547996520996;-2.300720930099;-0.02322060056
99.727996826172;-2.300720930099;-0.02322060056
99.907997131348;-2.300720930099;-0.02322060056
100.087997436523;-2.300720930099;-0.023235689849
100.267997741699;-2.300720930099;-0.023250777274
100.447998046875;-2.300720930099;-0.023250777274
100.627998352051;-2.300720930099;-0.023250777274
100.807998657227;-2.300720930099;-0.023235689849
100.987998962402;-2.300720930099;-0.023235689849
101.167999267578;-2.300720930099;-0.023235689849
101.347999572754;-2.300720930099;-0.02322060056
101.52799987793;-2.300563097;-0.02322060056
101.708000183105;-2.300720930099;-0.02322060056
101.888000488281;-2.300720930099;-0.02322060056
102.068000793457;-2.300720930099;-0.02322060056
102.248001098633;-2.300720930099;-0.023205513135
102.428001403809;-2.300720930099;-0.023190425709
102.608001708984;-2.300720930099;-0.023190425709
102.78800201416;-2.300720930099;-0.023190425709
102.968002319336;-2.300720930099;-0.023175336421
103.148002624512;-2.300720930099;-0.023175336421
103.328002929688;-2.300720930099;-0.023175336421
103.508003234863;-2.300720930099;-0.023175336421
103.688003540039;-2.300563097;-0.023160248995
103.86799621582;-2.300720930099;-0.023160248995
104.047996520996;-2.300720930099;-0.023160248995
104.227996826172;-2.300720930099;-0.023145161569
104.407997131348;-2.300563097;-0.023145161569
104.587997436523;-2.300720930099;-0.023130072281
104.767997741699;-2.300720930099;-0.023130072281
104.947998046875;-2.300720930099;-0.023145161569
105.127998352051;-2.300720930099;-0.023145161569
105.307998657227;-2.300720930099;-0.023130072281
105.487998962402;-2.300720930099;-0.023130072281
105.667999267578;-2.300720930099;-0.023130072281
105.847999572754;-2.300720930099;-0.023130072281
106.02799987793;-2.300720930099;-0.023130072281
106.208000183105;-2.300720930099;-0.023130072281
106.388000488281;-2.300720930099;-0.023130072281
106.568000793457;-2.300720930099;-0.023130072281
106.748001098633;-2.300720930099;-0.023130072281
106.928001403809;-2.300720930099;-0.023130072281
107.108001708984;-2.300720930099;-0.023130072281
107.28800201416;-2.300720930099;-0.023130072281
107.468002319336;-2.300720930099;-0.023114984855
107.648002624512;-2.300720930099;-0.023114984855
107.828002929688;-2.300720930099;-0.023114984855
108.008003234863;-2.300720930099;-0.023114984855
108.188003540039;-2.300720930099;-0.023099895567
108.36799621582;-2.300720930099;-0.023099895567
108.547996520996;-2.300720930099;-0.023099895567
108.727996826172;-2.300720930099;-0.023084808141
108.907997131348;-2.300720930099;-0.023084808141
109.087997436523;-2.300720930099;-0.023084808141
109.267997741699;-2.300720930099;-0.023084808141
109.447998046875;-2.300720930099;-0.023084808141
109.627998352051;-2.300720930099;-0.023084808141
109.807998657227;-2.300720930099;-0.023069720715
109.987998962402;-2.300720930099;-0.023069720715
110.167999267578;-2.300720930099;-0.023069720715
110.347999572754;-2.300720930099;-0.023069720715
110.52799987793;-2.300720930099;-0.023069720715
110.708000183105;-2.300720930099;-0.023054631427
110.888000488281;-2.300720930099;-0.023054631427
111.068000793457;-2.300720930099;-0.023069720715
111.248001098633;-2.300720930099;-0.023069720715
111.428001403809;-2.300720930099;-0.023054631427
111.608001708984;-2.300720930099;-0.023054631427
111.78800201416;-2.300720930099;-0.023039544001
